S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
2683,Maruti Celerio ZXI Optional,Hyderabad,2023,26400,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.99
2684,Skoda Laura 1.8 TSI Ambiente,Pune,2017,31900,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5.0,,3.75
2685,Ford Figo Diesel LXI,Chennai,2016,39000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.5
2686,Honda Jazz 1.5 VX i DTEC,Hyderabad,2022,45671,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,7.2
2687,Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2022,39500,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5.0,,29.5
2688,Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2021,54000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,17.55
2689,Volvo S60 D3,Chennai,2018,20000,Diesel,Automatic,First,18.5 kmpl,1985 CC,163 bhp,5.0,,12.0
2690,Audi A8 L 3.0 TDI quattro,Bangalore,2015,55000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5.0,,13.5
2691,Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2020,48000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.1
2692,BMW 3 Series 320d,Kolkata,2017,70000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,43.81 Lakh,10.3
2693,Hyundai Verna 1.6 SX,Delhi,2020,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.7
2694,Maruti Wagon R VXI,Kochi,2020,41994,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.12 Lakh,3.41
2695,Ford Figo Diesel EXI,Hyderabad,2016,108882,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,2.4
2696,Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2023,24806,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6.0,,5.6
2697,Tata Indigo LS,Pune,2012,160000,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5.0,,1.0
2698,Mahindra TUV 300 T8 AMT,Hyderabad,2023,30000,Diesel,Automatic,First,18.49 kmpl,1493 CC,100 bhp,7.0,,8.2
2699,Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2021,51000,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5.0,48.64 Lakh,27.5
2700,Maruti Wagon R VXI 1.2,Jaipur,2021,64876,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5.0,5.71 Lakh,3.5
2701,Maruti Celerio CNG VXI MT,Kochi,2022,70536,CNG,Manual,First,31.79 km/kg,998 CC,58.33 bhp,5.0,5.87 Lakh,4.58
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2023,25299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.56 Lakh,10.34
2703,Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2012,89869,Diesel,Manual,First,12.7 kmpl,2609 CC,116.6 bhp,8.0,,3.25
2704,Hyundai Tucson CRDi,Jaipur,2013,103515,Diesel,Manual,Third & above,12.6 kmpl,1991 CC,112 bhp,7.0,,5.0
2705,Hyundai Santro Xing GLS,Hyderabad,2014,68282,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.25
2706,Porsche Panamera Diesel 250hp,Kochi,2020,60033,Diesel,Automatic,First,18.18 kmpl,2967 CC,250 bhp,4.0,,51.52
2707,Maruti Vitara Brezza VDi Option,Kochi,2024,51921,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,8.62
2708,Maruti Swift Dzire VDI,Mumbai,2023,18414,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,7.25
2709,Honda Amaze V Petrol,Kochi,2022,40866,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5.0,8.16 Lakh,5.47
2710,Jaguar XF 2.2 Litre Luxury,Pune,2020,55001,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,31.0
2711,Mini Cooper Convertible S,Kochi,2023,20469,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,44.28 Lakh,35.98
2712,Hyundai EON Era Plus,Jaipur,2023,8500,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.42
2713,Audi A6 3.0 TDI quattro,Ahmedabad,2014,45000,Diesel,Automatic,Second,16.77 kmpl,2967 CC,241.38 bhp,5.0,,11.5
2714,Hyundai i20 Active 1.2 SX Dual Tone,Pune,2022,6000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,7.25
2715,Maruti Swift AMT DDiS VDI,Chennai,2024,11000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,8.0
2716,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2021,80064,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,7.33
2717,Maruti Wagon R VXI BS IV with ABS,Kolkata,2022,29930,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.35
2718,Volkswagen Vento 1.5 TDI Highline,Mumbai,2019,49105,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,4.4
2719,Toyota Etios VX,Kolkata,2018,55000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5.0,,2.99
2720,Honda Jazz 1.2 SV i VTEC,Bangalore,2021,23000,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,5.6
2721,Volkswagen CrossPolo 1.5 TDI,Coimbatore,2022,54727,Diesel,Manual,First,20.14 kmpl,1498 CC,88.73 bhp,5.0,,6.63
2722,Volkswagen Ameo 1.5 TDI Highline,Kochi,2024,31426,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5.0,9.72 Lakh,7.9
2723,Honda City V MT Exclusive,Kochi,2021,53442,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,7.0
2724,Honda Brio VX AT,Hyderabad,2020,28000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,4.95
2725,Skoda Rapid 1.6 MPI AT Style,Mumbai,2023,13412,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,9.19
2726,Hyundai Verna CRDi,Hyderabad,2017,70000,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5.0,,5.1
2727,Hyundai i20 Active S Diesel,Jaipur,2021,81310,Diesel,Manual,First,21.19 kmpl,1396 CC,88.76 bhp,5.0,,5.9
2728,Maruti Baleno Alpha CVT,Kochi,2025,13574,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,10.3 Lakh,9.51
2729,Honda CR-V 2.4L 4WD MT,Mumbai,2014,75000,Petrol,Manual,Second,11.1 kmpl,2354 CC,158.8 bhp,5.0,,3.9
2730,Maruti Swift Dzire VXI,Coimbatore,2020,58310,Petrol,Manual,Second,19.1 kmpl,1197 CC,85.8 bhp,5.0,,5.39
2731,Maruti Swift Dzire VDi,Pune,2015,90000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.0
2732,Maruti Swift Dzire ZDI,Jaipur,2018,83000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.3
2733,Maruti Swift Dzire ZXI,Jaipur,2023,37282,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,6.75
2734,Hyundai Grand i10 Sportz,Jaipur,2023,23000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.5
2735,Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2016,82000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5.0,,2.75
2736,Hyundai Verna 1.6 CRDi S,Chennai,2022,31000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,,9.0
2737,Maruti Wagon R Vx,Jaipur,2007,200000,Petrol,Manual,First,12.0 kmpl,,,,,0.7
2738,Ford Figo Diesel EXI,Delhi,2020,45001,Diesel,Manual,Second,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.55
2739,Tata Manza Aqua Quadrajet BS IV,Coimbatore,2020,50446,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,3.54
2740,Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2015,89000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5.0,,4.25
2741,Maruti Alto LX BSIII,Ahmedabad,2013,72000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.2
2742,BMW 5 Series 520d Luxury Line,Ahmedabad,2019,90000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,19.5
2743,Mahindra XUV500 W8 2WD,Bangalore,2021,76000,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7.0,,12.0
2744,Maruti Ritz VDi,Hyderabad,2018,78401,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.9
2745,Maruti Vitara Brezza ZDi Plus,Kochi,2023,38426,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.12 Lakh,9.13
2746,Maruti Eeco 7 Seater Standard,Pune,2017,45000,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,4.69 Lakh,2.25
2747,Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2018,83000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,,3.25
2748,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2023,50170,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,14.79
2749,Maruti Wagon R LXI,Mumbai,2016,37822,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04 Lakh,2.35
2750,Maruti Celerio ZDi,Kolkata,2021,33517,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,5.0,,3.1
2751,Hyundai Santa Fe 2WD AT,Delhi,2020,110000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7.0,,12.9
2752,Hyundai EON D Lite Plus Option,Kolkata,2023,60000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.5
2753,Hyundai i20 Sportz 1.2,Delhi,2019,92408,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3.65
2754,Hyundai Verna 1.6 SX VTVT (O),Bangalore,2020,45000,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,7.5
2755,Honda Brio S Option MT,Kochi,2019,33793,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5.0,,3.74
2756,Maruti Swift VXI Optional,Kochi,2023,26327,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.86
2757,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2024,20604,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,39.62
2758,Maruti Swift VDI Optional,Coimbatore,2024,61386,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,7.05
2759,Maruti Swift AMT VDI,Delhi,2024,11500,Diesel,Automatic,First,28.4 kmpl,1248 CC,74 bhp,5.0,,7.5
2760,Chevrolet Beat Diesel LS,Chennai,2018,58000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.1
2761,Skoda Superb Elegance 1.8 TSI AT,Delhi,2020,38000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,11.6
2762,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2018,49000,Diesel,Automatic,Second,14.84 kmpl,2143 CC,167.62 bhp,5.0,,19.25
2763,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2023,72202,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,24.01 Lakh,17.92
2764,Hyundai i10 Sportz,Kolkata,2022,7000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.6
2765,Honda Amaze S i-DTEC,Ahmedabad,2020,20000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.5
2766,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2023,14061,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,7.4
2767,Mercedes-Benz GLE 350d,Coimbatore,2024,30706,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,59.29
2768,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2017,51387,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,7.0,,5.5
2769,Hyundai Getz GLE,Bangalore,2012,44000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5.0,,1.75
2770,Maruti Baleno Alpha,Mumbai,2022,12208,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.78 Lakh,6.75
2771,Chevrolet Optra Magnum 2.0 LT,Chennai,2017,55000,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5.0,,3.95
2772,Hyundai Verna 1.6 SX VTVT (O),Mumbai,2017,61600,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,4.2
2773,Honda City 1.5 V MT,Hyderabad,2022,28414,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,8.4
2774,Volkswagen Polo GT TSI,Mumbai,2023,27853,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.26 Lakh,8.25
2775,Honda Brio E MT,Bangalore,2019,55116,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.31
2776,Maruti Swift Dzire VDI,Ahmedabad,2023,26000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.5
2777,Honda City 1.5 V MT Exclusive,Pune,2018,45496,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,4.75
2778,Mahindra Ssangyong Rexton RX7,Pune,2019,76000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7.0,,8.79
2779,Skoda Superb Elegance 1.8 TSI MT,Pune,2020,136000,Petrol,Manual,First,13.1 kmpl,1798 CC,157.75 bhp,5.0,,9.5
2780,Hyundai Santro GLS II - Euro II,Pune,2015,100000,Petrol,Manual,First,0.0 kmpl,,,,,1.6
2781,Maruti Alto LXi,Kolkata,2016,38127,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.55
2782,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2020,82450,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.85
2783,Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2020,62497,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,7.52
2784,Nissan Micra Diesel XV,Hyderabad,2017,86732,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.6
2785,Honda Brio E MT,Kochi,2022,27969,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,4.73
2786,Mahindra Ssangyong Rexton RX7,Delhi,2019,66372,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7.0,,10.5
2787,BMW 7 Series 730Ld Sedan,Coimbatore,2019,73525,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,,34.54
2788,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2024,20689,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.68 Lakh,6.07
2789,Maruti Baleno Delta 1.2,Coimbatore,2024,25093,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,7.76
2790,Mahindra Xylo E8 ABS BS IV,Coimbatore,2022,49176,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,8.0,,7.46
2791,Renault Fluence Diesel E4,Delhi,2018,87510,Diesel,Manual,First,21.8 kmpl,1461 CC,78 bhp,5.0,,3.49
2792,Hyundai i20 1.2 Magna,Coimbatore,2018,38214,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,4.05
2793,Mitsubishi Pajero 2.8 SFX,Kochi,2019,48986,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,11.88
2794,Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2017,88000,Petrol,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,6.45
2795,BMW X5 X5 M,Pune,2021,69002,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,5.0,,50.0
2796,BMW 3 Series 2005-2011 325i Sedan,Pune,2017,43706,Petrol,Automatic,First,10.9 kmpl,2497 CC,215 bhp,5.0,,9.0
2797,Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2022,58671,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,14.25
2798,Mahindra TUV 300 2015-2019 T8,Coimbatore,2023,49404,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,,7.36
2799,Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2016,72000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,4.4
2800,Renault KWID RXT,Mumbai,2022,24000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.1
2801,Renault KWID 1.0 RXT Optional AMT,Coimbatore,2023,53285,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5.0,5.42 Lakh,4.28
2802,Maruti Swift VXi BSIV,Pune,2023,12000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5.0,,5.5
2803,Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2018,45000,Diesel,Automatic,First,17.0 kmpl,1896 CC,105 bhp,5.0,,6.99
2804,Maruti Alto 800 2016-2019 VXI,Coimbatore,2024,26234,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,4.29
2805,Maruti Swift VXI,Delhi,2020,55000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.2
2806,Hyundai i20 1.4 CRDi Sportz,Pune,2018,90000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.11
2807,Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2021,48000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,18.75
2808,Mercedes-Benz GLE 350d,Mumbai,2023,19863,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,91.23 Lakh,64.95
2809,Hyundai i10 Era,Mumbai,2016,55000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.59
2810,Maruti Wagon R LXI Optional,Kolkata,2022,4800,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.6
2811,Honda City i VTEC V,Kochi,2023,38607,Petrol,Manual,Second,17.8 kmpl,1497 CC,117.3 bhp,5.0,,7.87
2812,Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2024,3958,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.14 Lakh,5.55
2813,Honda City i DTEC VX,Jaipur,2020,74000,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5.0,,6.4
2814,Maruti Swift Dzire VXi,Mumbai,2015,54540,Petrol,Manual,Third & above,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2.65
2815,Maruti Swift Dzire ZXi,Delhi,2021,58400,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,5.5
2816,Mahindra XUV500 W8 2WD,Kochi,2019,73648,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.31
2817,Maruti Ciaz ZDi Plus SHVS,Jaipur,2022,83000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.1
2818,Hyundai Verna 1.6 SX CRDi (O),Kochi,2022,16159,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,7.83
2819,Hyundai Accent CRDi,Mumbai,2011,150000,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5.0,,0.85
2820,Honda Brio S MT,Mumbai,2020,22100,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.55
2821,Hyundai i20 Active 1.2 SX,Coimbatore,2023,35043,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,8.19
2822,BMW 3 Series 320d Sport Line,Pune,2024,24000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,,28.0
2823,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2021,480000,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.03 bhp,5.0,,13.0
2824,Volkswagen Polo Petrol Highline 1.6L,Chennai,2017,70000,Petrol,Manual,Second,15.26 kmpl,1598 CC,103.5 bhp,5.0,,3.29
2825,Maruti Swift VXi BSIV,Pune,2021,13769,Petrol,Manual,Second,16.1 kmpl,1197 CC,85 bhp,5.0,,4.41
2826,Renault Duster 110PS Diesel RxZ,Kolkata,2019,58000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,4.99
2827,BMW X3 xDrive 20d Luxury Line,Hyderabad,2015,58000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,69.59 Lakh,17.98
2828,Fiat Avventura MULTIJET Emotion,Coimbatore,2024,18705,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,7.71
2829,Maruti Wagon R Stingray VXI,Delhi,2019,32378,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,2.8
2830,Chevrolet Sail Hatchback LS ABS,Kolkata,2019,45000,Diesel,Manual,First,22.1 kmpl,1248 CC,76.9 bhp,5.0,,3.0
2831,Mahindra XUV500 W8 2WD,Coimbatore,2021,36836,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,12.49
2832,Tata Zest Quadrajet 1.3,Kochi,2022,54199,Diesel,Manual,First,23.0 kmpl,1248 CC,88.8 bhp,5.0,,5.0
2833,BMW X3 xDrive20d xLine,Kochi,2023,36935,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,,32.64
2834,Maruti Swift VDI BSIV,Chennai,2021,23000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.5
2835,BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2021,14000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,35.0
2836,Tata Indigo CS eVX,Chennai,2021,100073,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2.0
2837,Mahindra XUV500 W8 2WD,Kochi,2021,59182,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,9.46
2838,Audi Q7 35 TDI Quattro Premium Plus,Kochi,2022,72132,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,39.0
2839,BMW 5 Series 2003-2012 520d,Hyderabad,2015,79000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,15.0
2840,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2019,66930,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,6.15
2841,Hyundai Santa Fe 4WD AT,Pune,2021,100000,Diesel,Automatic,Second,13.01 kmpl,2199 CC,194.3 bhp,7.0,,14.5
2842,Hyundai Santro GLS II - Euro II,Bangalore,2018,43000,Petrol,Manual,First,0.0 kmpl,,,,,3.25
2843,Maruti Wagon R AMT VXI,Kochi,2024,27413,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,5.18
2844,Maruti Wagon R LX BSIII,Pune,2013,90000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5.0,,1.24
2845,Hyundai i20 Sportz 1.2,Kolkata,2019,40300,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,,2.8
2846,Skoda Superb Elegance 1.8 TSI AT,Kochi,2017,73783,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,,5.23
2847,Hyundai Getz GLS,Pune,2011,86000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5.0,,0.45
2848,Maruti Wagon R LXI BS IV,Delhi,2020,65694,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.25
2849,Maruti Omni MPI CARGO BSIV,Kolkata,2021,23000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5.0,,1.5
2850,Hyundai i10 Magna 1.2,Mumbai,2018,51000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.85
2851,Renault KWID 1.0 RXT Optional,Kochi,2024,18335,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,4.61 Lakh,4.5
2852,Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2020,36000,Diesel,Automatic,First,15.0 kmpl,2147 CC,107.3 bhp,5.0,,16.25
2853,Volkswagen Polo GT TSI,Mumbai,2023,25000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.26 Lakh,7.75
2854,Mahindra Scorpio VLX 4WD,Bangalore,2013,81000,Diesel,Manual,Third & above,12.05 kmpl,2179 CC,120 bhp,8.0,,4.35
2855,Toyota Fortuner 2.8 2WD AT,Kochi,2025,21719,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,37.38 Lakh,33.13
2856,Chevrolet Beat Diesel LT,Coimbatore,2019,75421,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,3.63
2857,Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2016,80000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,4.75
2858,Maruti Swift Dzire VXI,Kochi,2024,10671,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,6.51
2859,Renault KWID Climber 1.0 MT,Hyderabad,2024,4126,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,5.3 Lakh,4.8
2860,Tata Bolt Quadrajet XM,Hyderabad,2023,98500,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5.0,7.97 Lakh,6.0
2861,Hyundai Grand i10 Asta,Coimbatore,2022,61578,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.4
2862,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2020,54000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,4.9
2863,Audi A6 2011-2015 2.0 TDI,Coimbatore,2019,70998,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,20.57
2864,Maruti Swift Dzire Ldi BSIV,Kolkata,2021,40082,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,4.76
